"activity_idx","activity_name","step_index","step_description"
"15","Tomato Chutney","151","Lower-Lower the heat"
"15","Tomato Chutney","148","Saute-Saute the garlic for 2-3 minutes"
"15","Tomato Chutney","147","Add-Add 2 tbsp red chili powder to the pan"
"15","Tomato Chutney","150","puree-puree tomatoes without any water in a blender/mixer"
"15","Tomato Chutney","157","mix-mix well contents of the pan"
"15","Tomato Chutney","146","Add-1/2 tsp salt to the pan"
"15","Tomato Chutney","142","Add-Add tomato puree to the pan"
"15","Tomato Chutney","144","Mix-Mix well tomato puree with contents in the pan"
"15","Tomato Chutney","143","Take-Take the pan off the heat"
"15","Tomato Chutney","156","Transfer-Transfer it to a serving bowl"
"15","Tomato Chutney","153","simmer-Allow the mixture to simmer over low heat for 5 minutes or until the mixture becomes thick"
"15","Tomato Chutney","154","Heat-Heat 3 tbsp oil in a pan over medium heat"
"15","Tomato Chutney","149","Take-Take 1 tomato"
"15","Tomato Chutney","139","Add-Add 1/4 tsp mustard to the pan"
"15","Tomato Chutney","155","Chop-Chop tomato roughly (anysize chunks are fine)"
"15","Tomato Chutney","145","Peel-Peel 4 large garlic cloves"
"15","Tomato Chutney","150","puree-puree tomatoes without any water in a blender/mixer"
"15","Tomato Chutney","140","mince-mince the garlic"
"15","Tomato Chutney","141","Add-1/2 tsp cumin seeds to the pan"
"15","Tomato Chutney","152","add-When mustard and cumin seeds begin to sizzle, add minced garlic"
"15","Tomato Chutney","151","Lower-Lower the heat"
"15","Tomato Chutney","148","Saute-Saute the garlic for 2-3 minutes"
"15","Tomato Chutney","157","mix-mix well contents of the pan"
"15","Tomato Chutney","146","Add-1/2 tsp salt to the pan"
"15","Tomato Chutney","142","Add-Add tomato puree to the pan"
"15","Tomato Chutney","144","Mix-Mix well tomato puree with contents in the pan"
"15","Tomato Chutney","153","simmer-Allow the mixture to simmer over low heat for 5 minutes or until the mixture becomes thick"
"15","Tomato Chutney","143","Take-Take the pan off the heat"
"15","Tomato Chutney","156","Transfer-Transfer it to a serving bowl"
"15","Tomato Chutney","147","Add-Add 2 tbsp red chili powder to the pan"
"15","Tomato Chutney","149","Take-Take 1 tomato"
"15","Tomato Chutney","145","Peel-Peel 4 large garlic cloves"
"15","Tomato Chutney","154","Heat-Heat 3 tbsp oil in a pan over medium heat"
"15","Tomato Chutney","140","mince-mince the garlic"
"15","Tomato Chutney","155","Chop-Chop tomato roughly (anysize chunks are fine)"
"15","Tomato Chutney","150","puree-puree tomatoes without any water in a blender/mixer"
"15","Tomato Chutney","139","Add-Add 1/4 tsp mustard to the pan"
"15","Tomato Chutney","147","Add-Add 2 tbsp red chili powder to the pan"
"15","Tomato Chutney","157","mix-mix well contents of the pan"
"15","Tomato Chutney","142","Add-Add tomato puree to the pan"
"15","Tomato Chutney","144","Mix-Mix well tomato puree with contents in the pan"
"15","Tomato Chutney","143","Take-Take the pan off the heat"
"15","Tomato Chutney","156","Transfer-Transfer it to a serving bowl"
"15","Tomato Chutney","152","add-When mustard and cumin seeds begin to sizzle, add minced garlic"
"15","Tomato Chutney","141","Add-1/2 tsp cumin seeds to the pan"
"15","Tomato Chutney","151","Lower-Lower the heat"
"15","Tomato Chutney","148","Saute-Saute the garlic for 2-3 minutes"
"15","Tomato Chutney","153","simmer-Allow the mixture to simmer over low heat for 5 minutes or until the mixture becomes thick"
"15","Tomato Chutney","146","Add-1/2 tsp salt to the pan"
"15","Tomato Chutney","145","Peel-Peel 4 large garlic cloves"
"15","Tomato Chutney","154","Heat-Heat 3 tbsp oil in a pan over medium heat"
"15","Tomato Chutney","141","Add-1/2 tsp cumin seeds to the pan"
"15","Tomato Chutney","140","mince-mince the garlic"
"15","Tomato Chutney","139","Add-Add 1/4 tsp mustard to the pan"
"15","Tomato Chutney","152","add-When mustard and cumin seeds begin to sizzle, add minced garlic"
"15","Tomato Chutney","151","Lower-Lower the heat"
"15","Tomato Chutney","149","Take-Take 1 tomato"
"15","Tomato Chutney","148","Saute-Saute the garlic for 2-3 minutes"
"15","Tomato Chutney","157","mix-mix well contents of the pan"
"15","Tomato Chutney","150","puree-puree tomatoes without any water in a blender/mixer"
"15","Tomato Chutney","146","Add-1/2 tsp salt to the pan"
"15","Tomato Chutney","142","Add-Add tomato puree to the pan"
"15","Tomato Chutney","144","Mix-Mix well tomato puree with contents in the pan"
"15","Tomato Chutney","153","simmer-Allow the mixture to simmer over low heat for 5 minutes or until the mixture becomes thick"
"15","Tomato Chutney","143","Take-Take the pan off the heat"
"15","Tomato Chutney","156","Transfer-Transfer it to a serving bowl"
"15","Tomato Chutney","147","Add-Add 2 tbsp red chili powder to the pan"
"15","Tomato Chutney","155","Chop-Chop tomato roughly (anysize chunks are fine)"
"15","Tomato Chutney","149","Take-Take 1 tomato"
"15","Tomato Chutney","145","Peel-Peel 4 large garlic cloves"
"15","Tomato Chutney","140","mince-mince the garlic"
"15","Tomato Chutney","155","Chop-Chop tomato roughly (anysize chunks are fine)"
"15","Tomato Chutney","154","Heat-Heat 3 tbsp oil in a pan over medium heat"
"15","Tomato Chutney","139","Add-Add 1/4 tsp mustard to the pan"
"15","Tomato Chutney","141","Add-1/2 tsp cumin seeds to the pan"
"15","Tomato Chutney","150","puree-puree tomatoes without any water in a blender/mixer"
"15","Tomato Chutney","152","add-When mustard and cumin seeds begin to sizzle, add minced garlic"
"15","Tomato Chutney","151","Lower-Lower the heat"
"15","Tomato Chutney","148","Saute-Saute the garlic for 2-3 minutes"
"15","Tomato Chutney","147","Add-Add 2 tbsp red chili powder to the pan"
"15","Tomato Chutney","146","Add-1/2 tsp salt to the pan"
"15","Tomato Chutney","157","mix-mix well contents of the pan"
"15","Tomato Chutney","142","Add-Add tomato puree to the pan"
"15","Tomato Chutney","144","Mix-Mix well tomato puree with contents in the pan"
"15","Tomato Chutney","143","Take-Take the pan off the heat"
"15","Tomato Chutney","156","Transfer-Transfer it to a serving bowl"
"15","Tomato Chutney","153","simmer-Allow the mixture to simmer over low heat for 5 minutes or until the mixture becomes thick"
"15","Tomato Chutney","145","Peel-Peel 4 large garlic cloves"
"15","Tomato Chutney","154","Heat-Heat 3 tbsp oil in a pan over medium heat"
"15","Tomato Chutney","139","Add-Add 1/4 tsp mustard to the pan"
"15","Tomato Chutney","140","mince-mince the garlic"
"15","Tomato Chutney","141","Add-1/2 tsp cumin seeds to the pan"
"15","Tomato Chutney","152","add-When mustard and cumin seeds begin to sizzle, add minced garlic"
"15","Tomato Chutney","149","Take-Take 1 tomato"
"15","Tomato Chutney","151","Lower-Lower the heat"
"15","Tomato Chutney","155","Chop-Chop tomato roughly (anysize chunks are fine)"
"15","Tomato Chutney","150","puree-puree tomatoes without any water in a blender/mixer"
"15","Tomato Chutney","157","mix-mix well contents of the pan"
"15","Tomato Chutney","146","Add-1/2 tsp salt to the pan"
"15","Tomato Chutney","147","Add-Add 2 tbsp red chili powder to the pan"
"15","Tomato Chutney","142","Add-Add tomato puree to the pan"
"15","Tomato Chutney","144","Mix-Mix well tomato puree with contents in the pan"
"15","Tomato Chutney","153","simmer-Allow the mixture to simmer over low heat for 5 minutes or until the mixture becomes thick"
"15","Tomato Chutney","143","Take-Take the pan off the heat"
"15","Tomato Chutney","156","Transfer-Transfer it to a serving bowl"
"15","Tomato Chutney","148","Saute-Saute the garlic for 2-3 minutes"
"15","Tomato Chutney","145","Peel-Peel 4 large garlic cloves"
"15","Tomato Chutney","154","Heat-Heat 3 tbsp oil in a pan over medium heat"
"15","Tomato Chutney","139","Add-Add 1/4 tsp mustard to the pan"
"15","Tomato Chutney","140","mince-mince the garlic"
"15","Tomato Chutney","149","Take-Take 1 tomato"
"15","Tomato Chutney","141","Add-1/2 tsp cumin seeds to the pan"
"15","Tomato Chutney","152","add-When mustard and cumin seeds begin to sizzle, add minced garlic"
"15","Tomato Chutney","148","Saute-Saute the garlic for 2-3 minutes"
"15","Tomato Chutney","151","Lower-Lower the heat"
"15","Tomato Chutney","155","Chop-Chop tomato roughly (anysize chunks are fine)"
"15","Tomato Chutney","143","Take-Take the pan off the heat"
"15","Tomato Chutney","150","puree-puree tomatoes without any water in a blender/mixer"
"15","Tomato Chutney","157","mix-mix well contents of the pan"
"15","Tomato Chutney","146","Add-1/2 tsp salt to the pan"
"15","Tomato Chutney","142","Add-Add tomato puree to the pan"
"15","Tomato Chutney","153","simmer-Allow the mixture to simmer over low heat for 5 minutes or until the mixture becomes thick"
"15","Tomato Chutney","144","Mix-Mix well tomato puree with contents in the pan"
"15","Tomato Chutney","156","Transfer-Transfer it to a serving bowl"
"15","Tomato Chutney","147","Add-Add 2 tbsp red chili powder to the pan"
"16","Scrambled Eggs","163","Chop-Chop 1/4 medium onion"
"16","Scrambled Eggs","158","Chop-Chop 1 tsp cilantro"
"16","Scrambled Eggs","169","Chop-Chop 1/4 tomato"
"16","Scrambled Eggs","161","Chop-Chop 1 green chilli"
"16","Scrambled Eggs","176","Peel-Peel 2 garlic cloves"
"16","Scrambled Eggs","180","Mince-Mince peeled garlic cloves"
"16","Scrambled Eggs","167","Crack-Crack one egg in the bowl"
"16","Scrambled Eggs","177","add-add 1 tbsp milk to the bowl"
"16","Scrambled Eggs","164","add-add 1/3 tsp salt to the bowl"
"16","Scrambled Eggs","159","Whisk-Whisk the egg mixture in the bowl"
"16","Scrambled Eggs","173","Heat-Heat 2 tbsp oil in a heavy-bottomed or nonstick pan on medium heat"
"16","Scrambled Eggs","178","add-add 1/3 tsp salt to the pan"
"16","Scrambled Eggs","179","add-add chopped onions to the pan"
"16","Scrambled Eggs","166","Saute-Saute the onions on medium heat until they are soft and translucent"
"16","Scrambled Eggs","160","Add-Add garlic to the pan"
"16","Scrambled Eggs","162","Add-Add chilli to the pan"
"16","Scrambled Eggs","165","Cook-Cook for 1 minute, mixing everything"
"16","Scrambled Eggs","168","Add-Add 1/8 tsp of turmeric to the pan"
"16","Scrambled Eggs","175","Add-Add tomatoes to the pan"
"16","Scrambled Eggs","170","Cook-Cook covered for 1 minute or until the tomatoes soften"
"16","Scrambled Eggs","172","pour-Slowly pour the whisked eggs into the pan"
"16","Scrambled Eggs","171","mixing-Keep mixing with a spatula for 3 minutes or until the eggs are almost cooked"
"16","Scrambled Eggs","174","Garnish-Garnish with 1 tbsp chopped cilantro and serve"
"16","Scrambled Eggs","163","Chop-Chop 1/4 medium onion"
"16","Scrambled Eggs","169","Chop-Chop 1/4 tomato"
"16","Scrambled Eggs","167","Crack-Crack one egg in the bowl"
"16","Scrambled Eggs","177","add-add 1 tbsp milk to the bowl"
"16","Scrambled Eggs","161","Chop-Chop 1 green chilli"
"16","Scrambled Eggs","158","Chop-Chop 1 tsp cilantro"
"16","Scrambled Eggs","176","Peel-Peel 2 garlic cloves"
"16","Scrambled Eggs","180","Mince-Mince peeled garlic cloves"
"16","Scrambled Eggs","164","add-add 1/3 tsp salt to the bowl"
"16","Scrambled Eggs","159","Whisk-Whisk the egg mixture in the bowl"
"16","Scrambled Eggs","173","Heat-Heat 2 tbsp oil in a heavy-bottomed or nonstick pan on medium heat"
"16","Scrambled Eggs","178","add-add 1/3 tsp salt to the pan"
"16","Scrambled Eggs","179","add-add chopped onions to the pan"
"16","Scrambled Eggs","166","Saute-Saute the onions on medium heat until they are soft and translucent"
"16","Scrambled Eggs","160","Add-Add garlic to the pan"
"16","Scrambled Eggs","162","Add-Add chilli to the pan"
"16","Scrambled Eggs","165","Cook-Cook for 1 minute, mixing everything"
"16","Scrambled Eggs","168","Add-Add 1/8 tsp of turmeric to the pan"
"16","Scrambled Eggs","175","Add-Add tomatoes to the pan"
"16","Scrambled Eggs","170","Cook-Cook covered for 1 minute or until the tomatoes soften"
"16","Scrambled Eggs","172","pour-Slowly pour the whisked eggs into the pan"
"16","Scrambled Eggs","171","mixing-Keep mixing with a spatula for 3 minutes or until the eggs are almost cooked"
"16","Scrambled Eggs","174","Garnish-Garnish with 1 tbsp chopped cilantro and serve"
"16","Scrambled Eggs","161","Chop-Chop 1 green chilli"
"16","Scrambled Eggs","158","Chop-Chop 1 tsp cilantro"
"16","Scrambled Eggs","176","Peel-Peel 2 garlic cloves"
"16","Scrambled Eggs","163","Chop-Chop 1/4 medium onion"
"16","Scrambled Eggs","169","Chop-Chop 1/4 tomato"
"16","Scrambled Eggs","167","Crack-Crack one egg in the bowl"
"16","Scrambled Eggs","177","add-add 1 tbsp milk to the bowl"
"16","Scrambled Eggs","180","Mince-Mince peeled garlic cloves"
"16","Scrambled Eggs","164","add-add 1/3 tsp salt to the bowl"
"16","Scrambled Eggs","159","Whisk-Whisk the egg mixture in the bowl"
"16","Scrambled Eggs","173","Heat-Heat 2 tbsp oil in a heavy-bottomed or nonstick pan on medium heat"
"16","Scrambled Eggs","178","add-add 1/3 tsp salt to the pan"
"16","Scrambled Eggs","179","add-add chopped onions to the pan"
"16","Scrambled Eggs","166","Saute-Saute the onions on medium heat until they are soft and translucent"
"16","Scrambled Eggs","162","Add-Add chilli to the pan"
"16","Scrambled Eggs","160","Add-Add garlic to the pan"
"16","Scrambled Eggs","165","Cook-Cook for 1 minute, mixing everything"
"16","Scrambled Eggs","168","Add-Add 1/8 tsp of turmeric to the pan"
"16","Scrambled Eggs","175","Add-Add tomatoes to the pan"
"16","Scrambled Eggs","170","Cook-Cook covered for 1 minute or until the tomatoes soften"
"16","Scrambled Eggs","172","pour-Slowly pour the whisked eggs into the pan"
"16","Scrambled Eggs","171","mixing-Keep mixing with a spatula for 3 minutes or until the eggs are almost cooked"
"16","Scrambled Eggs","174","Garnish-Garnish with 1 tbsp chopped cilantro and serve"
"16","Scrambled Eggs","161","Chop-Chop 1 green chilli"
"16","Scrambled Eggs","164","add-add 1/3 tsp salt to the bowl"
"16","Scrambled Eggs","176","Peel-Peel 2 garlic cloves"
"16","Scrambled Eggs","163","Chop-Chop 1/4 medium onion"
"16","Scrambled Eggs","180","Mince-Mince peeled garlic cloves"
"16","Scrambled Eggs","169","Chop-Chop 1/4 tomato"
"16","Scrambled Eggs","167","Crack-Crack one egg in the bowl"
"16","Scrambled Eggs","177","add-add 1 tbsp milk to the bowl"
"16","Scrambled Eggs","159","Whisk-Whisk the egg mixture in the bowl"
"16","Scrambled Eggs","158","Chop-Chop 1 tsp cilantro"
"16","Scrambled Eggs","173","Heat-Heat 2 tbsp oil in a heavy-bottomed or nonstick pan on medium heat"
"16","Scrambled Eggs","179","add-add chopped onions to the pan"
"16","Scrambled Eggs","178","add-add 1/3 tsp salt to the pan"
"16","Scrambled Eggs","166","Saute-Saute the onions on medium heat until they are soft and translucent"
"16","Scrambled Eggs","162","Add-Add chilli to the pan"
"16","Scrambled Eggs","160","Add-Add garlic to the pan"
"16","Scrambled Eggs","165","Cook-Cook for 1 minute, mixing everything"
"16","Scrambled Eggs","175","Add-Add tomatoes to the pan"
"16","Scrambled Eggs","168","Add-Add 1/8 tsp of turmeric to the pan"
"16","Scrambled Eggs","170","Cook-Cook covered for 1 minute or until the tomatoes soften"
"16","Scrambled Eggs","172","pour-Slowly pour the whisked eggs into the pan"
"16","Scrambled Eggs","171","mixing-Keep mixing with a spatula for 3 minutes or until the eggs are almost cooked"
"16","Scrambled Eggs","174","Garnish-Garnish with 1 tbsp chopped cilantro and serve"
"16","Scrambled Eggs","167","Crack-Crack one egg in the bowl"
"16","Scrambled Eggs","177","add-add 1 tbsp milk to the bowl"
"16","Scrambled Eggs","164","add-add 1/3 tsp salt to the bowl"
"16","Scrambled Eggs","169","Chop-Chop 1/4 tomato"
"16","Scrambled Eggs","158","Chop-Chop 1 tsp cilantro"
"16","Scrambled Eggs","163","Chop-Chop 1/4 medium onion"
"16","Scrambled Eggs","176","Peel-Peel 2 garlic cloves"
"16","Scrambled Eggs","161","Chop-Chop 1 green chilli"
"16","Scrambled Eggs","180","Mince-Mince peeled garlic cloves"
"16","Scrambled Eggs","159","Whisk-Whisk the egg mixture in the bowl"
"16","Scrambled Eggs","173","Heat-Heat 2 tbsp oil in a heavy-bottomed or nonstick pan on medium heat"
"16","Scrambled Eggs","178","add-add 1/3 tsp salt to the pan"
"16","Scrambled Eggs","179","add-add chopped onions to the pan"
"16","Scrambled Eggs","166","Saute-Saute the onions on medium heat until they are soft and translucent"
"16","Scrambled Eggs","162","Add-Add chilli to the pan"
"16","Scrambled Eggs","160","Add-Add garlic to the pan"
"16","Scrambled Eggs","165","Cook-Cook for 1 minute, mixing everything"
"16","Scrambled Eggs","168","Add-Add 1/8 tsp of turmeric to the pan"
"16","Scrambled Eggs","175","Add-Add tomatoes to the pan"
"16","Scrambled Eggs","170","Cook-Cook covered for 1 minute or until the tomatoes soften"
"16","Scrambled Eggs","172","pour-Slowly pour the whisked eggs into the pan"
"16","Scrambled Eggs","171","mixing-Keep mixing with a spatula for 3 minutes or until the eggs are almost cooked"
"16","Scrambled Eggs","174","Garnish-Garnish with 1 tbsp chopped cilantro and serve"
"16","Scrambled Eggs","176","Peel-Peel 2 garlic cloves"
"16","Scrambled Eggs","161","Chop-Chop 1 green chilli"
"16","Scrambled Eggs","163","Chop-Chop 1/4 medium onion"
"16","Scrambled Eggs","164","add-add 1/3 tsp salt to the bowl"
"16","Scrambled Eggs","167","Crack-Crack one egg in the bowl"
"16","Scrambled Eggs","177","add-add 1 tbsp milk to the bowl"
"16","Scrambled Eggs","159","Whisk-Whisk the egg mixture in the bowl"
"16","Scrambled Eggs","180","Mince-Mince peeled garlic cloves"
"16","Scrambled Eggs","169","Chop-Chop 1/4 tomato"
"16","Scrambled Eggs","158","Chop-Chop 1 tsp cilantro"
"16","Scrambled Eggs","173","Heat-Heat 2 tbsp oil in a heavy-bottomed or nonstick pan on medium heat"
"16","Scrambled Eggs","179","add-add chopped onions to the pan"
"16","Scrambled Eggs","178","add-add 1/3 tsp salt to the pan"
"16","Scrambled Eggs","166","Saute-Saute the onions on medium heat until they are soft and translucent"
"16","Scrambled Eggs","162","Add-Add chilli to the pan"
"16","Scrambled Eggs","160","Add-Add garlic to the pan"
"16","Scrambled Eggs","165","Cook-Cook for 1 minute, mixing everything"
"16","Scrambled Eggs","175","Add-Add tomatoes to the pan"
"16","Scrambled Eggs","168","Add-Add 1/8 tsp of turmeric to the pan"
"16","Scrambled Eggs","170","Cook-Cook covered for 1 minute or until the tomatoes soften"
"16","Scrambled Eggs","172","pour-Slowly pour the whisked eggs into the pan"
"16","Scrambled Eggs","171","mixing-Keep mixing with a spatula for 3 minutes or until the eggs are almost cooked"
"16","Scrambled Eggs","174","Garnish-Garnish with 1 tbsp chopped cilantro and serve"
"16","Scrambled Eggs","167","Crack-Crack one egg in the bowl"
"16","Scrambled Eggs","169","Chop-Chop 1/4 tomato"
"16","Scrambled Eggs","177","add-add 1 tbsp milk to the bowl"
"16","Scrambled Eggs","176","Peel-Peel 2 garlic cloves"
"16","Scrambled Eggs","161","Chop-Chop 1 green chilli"
"16","Scrambled Eggs","164","add-add 1/3 tsp salt to the bowl"
"16","Scrambled Eggs","180","Mince-Mince peeled garlic cloves"
"16","Scrambled Eggs","159","Whisk-Whisk the egg mixture in the bowl"
"16","Scrambled Eggs","158","Chop-Chop 1 tsp cilantro"
"16","Scrambled Eggs","163","Chop-Chop 1/4 medium onion"
"16","Scrambled Eggs","173","Heat-Heat 2 tbsp oil in a heavy-bottomed or nonstick pan on medium heat"
"16","Scrambled Eggs","178","add-add 1/3 tsp salt to the pan"
"16","Scrambled Eggs","179","add-add chopped onions to the pan"
"16","Scrambled Eggs","166","Saute-Saute the onions on medium heat until they are soft and translucent"
"16","Scrambled Eggs","162","Add-Add chilli to the pan"
"16","Scrambled Eggs","160","Add-Add garlic to the pan"
"16","Scrambled Eggs","165","Cook-Cook for 1 minute, mixing everything"
"16","Scrambled Eggs","175","Add-Add tomatoes to the pan"
"16","Scrambled Eggs","168","Add-Add 1/8 tsp of turmeric to the pan"
"16","Scrambled Eggs","170","Cook-Cook covered for 1 minute or until the tomatoes soften"
"16","Scrambled Eggs","172","pour-Slowly pour the whisked eggs into the pan"
"16","Scrambled Eggs","171","mixing-Keep mixing with a spatula for 3 minutes or until the eggs are almost cooked"
"16","Scrambled Eggs","174","Garnish-Garnish with 1 tbsp chopped cilantro and serve"
"16","Scrambled Eggs","161","Chop-Chop 1 green chilli"
"16","Scrambled Eggs","164","add-add 1/3 tsp salt to the bowl"
"16","Scrambled Eggs","167","Crack-Crack one egg in the bowl"
"16","Scrambled Eggs","177","add-add 1 tbsp milk to the bowl"
"16","Scrambled Eggs","159","Whisk-Whisk the egg mixture in the bowl"
"16","Scrambled Eggs","169","Chop-Chop 1/4 tomato"
"16","Scrambled Eggs","158","Chop-Chop 1 tsp cilantro"
"16","Scrambled Eggs","163","Chop-Chop 1/4 medium onion"
"16","Scrambled Eggs","176","Peel-Peel 2 garlic cloves"
"16","Scrambled Eggs","180","Mince-Mince peeled garlic cloves"
"16","Scrambled Eggs","173","Heat-Heat 2 tbsp oil in a heavy-bottomed or nonstick pan on medium heat"
"16","Scrambled Eggs","178","add-add 1/3 tsp salt to the pan"
"16","Scrambled Eggs","179","add-add chopped onions to the pan"
"16","Scrambled Eggs","166","Saute-Saute the onions on medium heat until they are soft and translucent"
"16","Scrambled Eggs","160","Add-Add garlic to the pan"
"16","Scrambled Eggs","162","Add-Add chilli to the pan"
"16","Scrambled Eggs","165","Cook-Cook for 1 minute, mixing everything"
"16","Scrambled Eggs","175","Add-Add tomatoes to the pan"
"16","Scrambled Eggs","168","Add-Add 1/8 tsp of turmeric to the pan"
"16","Scrambled Eggs","170","Cook-Cook covered for 1 minute or until the tomatoes soften"
"16","Scrambled Eggs","172","pour-Slowly pour the whisked eggs into the pan"
"16","Scrambled Eggs","171","mixing-Keep mixing with a spatula for 3 minutes or until the eggs are almost cooked"
"16","Scrambled Eggs","174","Garnish-Garnish with 1 tbsp chopped cilantro and serve"
"16","Scrambled Eggs","163","Chop-Chop 1/4 medium onion"
"16","Scrambled Eggs","169","Chop-Chop 1/4 tomato"
"16","Scrambled Eggs","173","Heat-Heat 2 tbsp oil in a heavy-bottomed or nonstick pan on medium heat"
"16","Scrambled Eggs","168","Add-Add 1/8 tsp of turmeric to the pan"
"16","Scrambled Eggs","158","Chop-Chop 1 tsp cilantro"
"16","Scrambled Eggs","178","add-add 1/3 tsp salt to the pan"
"16","Scrambled Eggs","161","Chop-Chop 1 green chilli"
"16","Scrambled Eggs","164","add-add 1/3 tsp salt to the bowl"
"16","Scrambled Eggs","175","Add-Add tomatoes to the pan"
"16","Scrambled Eggs","176","Peel-Peel 2 garlic cloves"
"16","Scrambled Eggs","167","Crack-Crack one egg in the bowl"
"16","Scrambled Eggs","180","Mince-Mince peeled garlic cloves"
"16","Scrambled Eggs","179","add-add chopped onions to the pan"
"16","Scrambled Eggs","166","Saute-Saute the onions on medium heat until they are soft and translucent"
"16","Scrambled Eggs","162","Add-Add chilli to the pan"
"16","Scrambled Eggs","165","Cook-Cook for 1 minute, mixing everything"
"16","Scrambled Eggs","170","Cook-Cook covered for 1 minute or until the tomatoes soften"
"16","Scrambled Eggs","177","add-add 1 tbsp milk to the bowl"
"16","Scrambled Eggs","159","Whisk-Whisk the egg mixture in the bowl"
"16","Scrambled Eggs","172","pour-Slowly pour the whisked eggs into the pan"
"16","Scrambled Eggs","171","mixing-Keep mixing with a spatula for 3 minutes or until the eggs are almost cooked"
"16","Scrambled Eggs","160","Add-Add garlic to the pan"
"16","Scrambled Eggs","174","Garnish-Garnish with 1 tbsp chopped cilantro and serve"
"16","Scrambled Eggs","163","Chop-Chop 1/4 medium onion"
"16","Scrambled Eggs","168","Add-Add 1/8 tsp of turmeric to the pan"
"16","Scrambled Eggs","158","Chop-Chop 1 tsp cilantro"
"16","Scrambled Eggs","173","Heat-Heat 2 tbsp oil in a heavy-bottomed or nonstick pan on medium heat"
"16","Scrambled Eggs","178","add-add 1/3 tsp salt to the pan"
"16","Scrambled Eggs","177","add-add 1 tbsp milk to the bowl"
"16","Scrambled Eggs","161","Chop-Chop 1 green chilli"
"16","Scrambled Eggs","176","Peel-Peel 2 garlic cloves"
"16","Scrambled Eggs","164","add-add 1/3 tsp salt to the bowl"
"16","Scrambled Eggs","180","Mince-Mince peeled garlic cloves"
"16","Scrambled Eggs","179","add-add chopped onions to the pan"
"16","Scrambled Eggs","167","Crack-Crack one egg in the bowl"
"16","Scrambled Eggs","166","Saute-Saute the onions on medium heat until they are soft and translucent"
"16","Scrambled Eggs","162","Add-Add chilli to the pan"
"16","Scrambled Eggs","160","Add-Add garlic to the pan"
"16","Scrambled Eggs","159","Whisk-Whisk the egg mixture in the bowl"
"16","Scrambled Eggs","165","Cook-Cook for 1 minute, mixing everything"
"16","Scrambled Eggs","172","pour-Slowly pour the whisked eggs into the pan"
"16","Scrambled Eggs","171","mixing-Keep mixing with a spatula for 3 minutes or until the eggs are almost cooked"
"16","Scrambled Eggs","174","Garnish-Garnish with 1 tbsp chopped cilantro and serve"
"16","Scrambled Eggs","169","Chop-Chop 1/4 tomato"
"16","Scrambled Eggs","175","Add-Add tomatoes to the pan"
"16","Scrambled Eggs","170","Cook-Cook covered for 1 minute or until the tomatoes soften"
"16","Scrambled Eggs","163","Chop-Chop 1/4 medium onion"
"16","Scrambled Eggs","169","Chop-Chop 1/4 tomato"
"16","Scrambled Eggs","173","Heat-Heat 2 tbsp oil in a heavy-bottomed or nonstick pan on medium heat"
"16","Scrambled Eggs","179","add-add chopped onions to the pan"
"16","Scrambled Eggs","178","add-add 1/3 tsp salt to the pan"
"16","Scrambled Eggs","158","Chop-Chop 1 tsp cilantro"
"16","Scrambled Eggs","175","Add-Add tomatoes to the pan"
"16","Scrambled Eggs","161","Chop-Chop 1 green chilli"
"16","Scrambled Eggs","168","Add-Add 1/8 tsp of turmeric to the pan"
"16","Scrambled Eggs","167","Crack-Crack one egg in the bowl"
"16","Scrambled Eggs","164","add-add 1/3 tsp salt to the bowl"
"16","Scrambled Eggs","177","add-add 1 tbsp milk to the bowl"
"16","Scrambled Eggs","166","Saute-Saute the onions on medium heat until they are soft and translucent"
"16","Scrambled Eggs","176","Peel-Peel 2 garlic cloves"
"16","Scrambled Eggs","162","Add-Add chilli to the pan"
"16","Scrambled Eggs","180","Mince-Mince peeled garlic cloves"
"16","Scrambled Eggs","160","Add-Add garlic to the pan"
"16","Scrambled Eggs","165","Cook-Cook for 1 minute, mixing everything"
"16","Scrambled Eggs","170","Cook-Cook covered for 1 minute or until the tomatoes soften"
"16","Scrambled Eggs","159","Whisk-Whisk the egg mixture in the bowl"
"16","Scrambled Eggs","172","pour-Slowly pour the whisked eggs into the pan"
"16","Scrambled Eggs","171","mixing-Keep mixing with a spatula for 3 minutes or until the eggs are almost cooked"
"16","Scrambled Eggs","174","Garnish-Garnish with 1 tbsp chopped cilantro and serve"
"16","Scrambled Eggs","173","Heat-Heat 2 tbsp oil in a heavy-bottomed or nonstick pan on medium heat"
"16","Scrambled Eggs","176","Peel-Peel 2 garlic cloves"
"16","Scrambled Eggs","167","Crack-Crack one egg in the bowl"
"16","Scrambled Eggs","163","Chop-Chop 1/4 medium onion"
"16","Scrambled Eggs","179","add-add chopped onions to the pan"
"16","Scrambled Eggs","169","Chop-Chop 1/4 tomato"
"16","Scrambled Eggs","161","Chop-Chop 1 green chilli"
"16","Scrambled Eggs","178","add-add 1/3 tsp salt to the pan"
"16","Scrambled Eggs","175","Add-Add tomatoes to the pan"
"16","Scrambled Eggs","166","Saute-Saute the onions on medium heat until they are soft and translucent"
"16","Scrambled Eggs","160","Add-Add garlic to the pan"
"16","Scrambled Eggs","162","Add-Add chilli to the pan"
"16","Scrambled Eggs","165","Cook-Cook for 1 minute, mixing everything"
"16","Scrambled Eggs","158","Chop-Chop 1 tsp cilantro"
"16","Scrambled Eggs","168","Add-Add 1/8 tsp of turmeric to the pan"
